segment_name,confidence_assessment,pydub_avg_loudness_dBFS,pydub_silence_%,librosa_avg_RMS,librosa_silence_%,librosa_avg_pitch_Hz,WebRTC_VAD_speech_%,WebRTC_VAD_silence_%,parselmouth_mean_pitch_Hz,parselmouth_jitter,parselmouth_shimmer,mediapipe_mouth_openness_mean,mediapipe_mouth_openness_variance,mediapipe_eyebrow_height_mean,mediapipe_eyebrow_height_variance,mediapipe_frames_analyzed,deepface_most_frequent_emotion,deepface_angry,deepface_disgust,deepface_fear,deepface_happy,deepface_neutral,deepface_sad,deepface_surprise,openface_dominant_emotion_approx,openface_AU01_r,openface_AU02_r,openface_AU04_r,openface_AU05_r,openface_AU06_r,openface_AU07_r,openface_AU09_r,openface_AU10_r,openface_AU12_r,openface_AU14_r,openface_AU15_r,openface_AU17_r,openface_AU20_r,openface_AU23_r,openface_AU25_r,openface_AU26_r,openface_AU45_r,openface_happy,openface_surprised,openface_angry,openface_sad,mediapipe_left_hand_variability,mediapipe_right_hand_variability,mediapipe_avg_hand_movement_amplitude,mediapipe_valid_frames_analyzed,mediapipe_total_frames,mediapipe_coverage_%,wpm
Q80MfH7xPPE_seg013,3.0,-22.98,14.24,0.09740000218153,0.18,1285.239990234375,90.03,9.97,190.67,0.035,0.1378,0.00745,2e-05,0.02108,1e-05,27.0,sad,7.4,0.0,7.4,14.8,11.1,59.3,0.0,angry,0.296,0.268,1.214,0.112,0.685,1.408,0.105,0.935,0.622,0.574,0.501,0.955,0.435,0.454,0.64,0.552,0.166,0.622,0.564,1.214,0.501,0.00915,0.01266,0.38412,77.0,805.0,9.6,214.22
Q80MfH7xPPE_seg014,2.0,-22.59,12.96,0.0966999977827072,0.0,1252.02001953125,91.0,9.0,160.27,0.0289,0.1416,0.00688,3e-05,0.01894,3e-05,25.0,sad,4.0,0.0,8.0,24.0,12.0,52.0,0.0,angry,0.416,0.239,0.81,0.138,0.574,0.622,0.107,0.756,0.537,0.397,0.243,1.383,0.314,0.251,0.592,0.498,0.207,0.537,0.656,0.81,0.243,0.01878,0.01498,0.22371,286.0,750.0,38.1,213.93
Q80MfH7xPPE_seg015,3.0,-23.01,14.51,0.0979000031948089,0.14,1308.1400146484375,89.14,10.86,173.05,0.0308,0.1288,0.00999,5e-05,0.02016,1e-05,27.0,surprise,3.7,0.0,18.5,11.1,3.7,29.6,33.3,angry,0.172,0.149,0.731,0.055,0.305,0.724,0.048,0.692,0.472,0.43,0.292,0.975,0.117,0.231,0.412,0.499,0.108,0.472,0.32,0.731,0.292,0.01675,0.01492,0.23821,509.0,808.0,63.0,189.3
Q80MfH7xPPE_seg016,2.0,-22.7,13.68,0.1011999994516372,0.19,1307.6800537109375,90.42,9.58,169.11,0.0311,0.1295,0.00762,1e-05,0.01984,1e-05,26.0,sad,3.8,0.0,15.4,15.4,19.2,42.3,3.8,angry,0.227,0.236,1.021,0.109,0.349,0.818,0.075,1.103,0.626,0.43,0.311,1.342,0.148,0.3,0.559,0.613,0.178,0.626,0.464,1.021,0.311,0.01418,0.05748,0.21534,429.0,767.0,55.9,199.41
Q80MfH7xPPE_seg017,2.0,-24.2,17.26,0.0891000032424926,0.04,1307.449951171875,88.43,11.57,173.6,0.0303,0.1222,0.00891,2e-05,0.02202,1e-05,26.0,sad,0.0,3.8,11.5,26.9,3.8,46.2,7.7,angry,0.259,0.215,1.066,0.105,0.587,0.901,0.081,0.979,0.64,0.484,0.245,1.015,0.379,0.466,0.611,0.582,0.174,0.64,0.474,1.066,0.245,0.01055,0.02464,0.2916,658.0,765.0,86.0,199.93
Q80MfH7xPPE_seg018,2.0,-22.36,12.06,0.1031000018119812,0.0,1302.97998046875,91.33,8.67,175.45,0.0369,0.1366,0.00908,3e-05,0.02154,1e-05,27.0,sad,7.4,0.0,11.1,29.6,0.0,51.9,0.0,angry,0.192,0.162,0.936,0.088,0.701,1.817,0.098,0.917,0.903,0.605,0.256,1.274,0.193,0.383,0.621,0.65,0.146,0.903,0.354,0.936,0.256,0.00873,0.02797,0.3902,689.0,787.0,87.5,209.59
Q80MfH7xPPE_seg019,3.0,-21.53,11.82,0.1134999990463256,0.0,1370.9200439453125,92.71,7.29,193.66,0.0345,0.1336,0.00811,3e-05,0.02132,1e-05,27.0,sad,3.7,14.8,0.0,29.6,0.0,51.9,0.0,angry,0.206,0.094,0.962,0.068,0.484,1.037,0.066,0.945,0.556,0.432,0.237,0.857,0.307,0.416,0.544,0.461,0.13,0.556,0.3,0.962,0.237,0.01107,0.02806,0.3909,540.0,782.0,69.1,228.19
Q80MfH7xPPE_seg020,2.0,-24.23,19.67,0.0917000025510788,0.0,1211.1400146484375,85.63,14.37,161.28,0.0319,0.1349,0.00877,2e-05,0.0212,0.0,26.0,neutral,0.0,0.0,11.5,30.8,30.8,26.9,0.0,happy,0.324,0.146,0.55,0.051,0.868,1.551,0.083,1.458,0.819,0.516,0.147,1.208,0.257,0.241,0.357,0.576,0.225,0.819,0.47,0.55,0.147,0.00773,0.05309,0.34061,726.0,762.0,95.3,169.24
rFpDK2KhAgw_seg000,2.0,-31.18,40.79,0.0635000020265579,32.1,1589.3800048828125,66.55,33.45,229.28,0.016,0.089,0.0151,0.00014,0.02699,7e-05,27.0,sad,0.0,0.0,11.1,29.6,14.8,44.4,0.0,sad,0.236,0.216,0.518,0.117,0.266,0.311,0.076,0.493,0.099,0.342,0.534,0.853,0.146,0.204,0.697,1.081,0.252,0.099,0.453,0.518,0.534,0.02719,0.02075,0.22758,248.0,792.0,31.3,154.5
rFpDK2KhAgw_seg001,3.0,-28.89,33.65,0.0712999999523162,18.83,1592.2900390625,71.26,28.74,250.65,0.0207,0.0895,0.00801,4e-05,0.02733,5e-05,25.0,sad,16.0,0.0,0.0,24.0,16.0,44.0,0.0,surprised,0.278,0.325,0.502,0.051,0.396,0.576,0.079,0.73,0.172,0.287,0.419,0.891,0.175,0.261,0.681,0.92,0.231,0.172,0.604,0.502,0.419,0.00917,0.00617,0.22465,451.0,747.0,60.4,129.14
rFpDK2KhAgw_seg002,2.0,-27.7,27.1,0.0720999985933303,14.25,1533.0,78.26,21.74,213.07,0.021,0.1017,0.01941,0.00013,0.04609,0.00016,26.0,sad,7.7,0.0,3.8,15.4,23.1,50.0,0.0,surprised,0.223,0.182,0.355,0.101,0.393,0.603,0.08,0.46,0.266,0.26,0.297,0.463,0.119,0.325,0.357,0.611,0.2,0.266,0.405,0.355,0.297,0.01265,0.0148,0.22814,768.0,768.0,100.0,211.81
rFpDK2KhAgw_seg003,3.0,-29.63,36.71,0.0685999989509582,21.29,1562.0799560546875,73.38,26.62,229.86,0.0229,0.097,0.01261,0.00013,0.02817,4e-05,26.0,sad,7.7,0.0,3.8,11.5,30.8,46.2,0.0,surprised,0.356,0.156,0.432,0.062,0.595,0.825,0.079,0.901,0.407,0.435,0.343,0.828,0.171,0.446,0.665,0.834,0.216,0.407,0.513,0.432,0.343,0.00464,0.00891,0.2977,381.0,757.0,50.3,138.74
rFpDK2KhAgw_seg004,2.0,-30.13,38.41,0.0722000002861023,25.16,1571.6500244140625,66.27,33.73,232.82,0.0184,0.0907,0.0095,7e-05,0.02675,1e-05,25.0,sad,8.0,0.0,32.0,4.0,12.0,44.0,0.0,surprised,0.343,0.161,0.344,0.046,0.325,0.485,0.058,0.581,0.104,0.303,0.469,0.626,0.106,0.312,0.659,0.95,0.232,0.104,0.503,0.344,0.469,0.00529,0.00804,0.15069,342.0,724.0,47.2,151.14
rFpDK2KhAgw_seg005,2.0,-28.53,30.29,0.0759000033140182,21.86,1571.4300537109375,72.09,27.91,222.11,0.0225,0.1034,0.01952,0.00028,0.03617,6e-05,25.0,sad,28.0,0.0,8.0,4.0,24.0,36.0,0.0,angry,0.234,0.129,1.037,0.105,0.439,0.588,0.1,0.731,0.191,0.601,0.807,1.315,0.188,0.213,0.714,0.909,0.279,0.191,0.363,1.037,0.807,0.00388,0.00302,0.14661,247.0,735.0,33.6,160.52
rFpDK2KhAgw_seg006,3.0,-28.77,35.73,0.0788000002503395,24.22,1533.449951171875,71.43,28.57,231.81,0.0221,0.0963,0.0161,0.00011,0.03546,2e-05,28.0,neutral,3.6,0.0,10.7,10.7,39.3,35.7,0.0,angry,0.223,0.115,0.602,0.156,0.374,0.643,0.076,0.701,0.153,0.431,0.309,0.945,0.127,0.196,0.73,1.041,0.291,0.153,0.338,0.602,0.309,0.01951,0.00629,0.19624,158.0,831.0,19.0,131.6
rFpDK2KhAgw_seg007,3.0,-26.65,25.62,0.0847999975085258,18.52,1533.31005859375,77.37,22.63,218.52,0.0229,0.1037,0.01185,6e-05,0.02718,2e-05,26.0,neutral,3.8,0.0,7.7,11.5,50.0,23.1,3.8,angry,0.172,0.123,0.631,0.12,0.306,0.461,0.106,0.631,0.132,0.356,0.56,0.667,0.153,0.227,0.658,1.043,0.293,0.132,0.295,0.631,0.56,0.01152,0.00513,0.18532,312.0,767.0,40.7,150.14
rFpDK2KhAgw_seg008,3.0,-27.47,27.96,0.0817999988794326,19.31,1496.1800537109375,75.09,24.91,222.65,0.0242,0.1027,0.01264,0.00013,0.04017,7e-05,27.0,neutral,7.4,0.0,18.5,14.8,37.0,22.2,0.0,angry,0.256,0.172,0.428,0.054,0.559,0.989,0.127,0.923,0.107,0.469,0.176,0.726,0.124,0.5,0.831,0.839,0.351,0.107,0.428,0.428,0.176,0.0002,0.00018,0.10005,152.0,789.0,19.3,155.06
rFpDK2KhAgw_seg009,2.0,-30.31,37.7,0.0705000013113021,30.46,1549.050048828125,65.25,34.75,224.0,0.0259,0.1181,0.00867,4e-05,0.02731,2e-05,25.0,sad,12.0,0.0,16.0,20.0,24.0,28.0,0.0,surprised,0.335,0.164,0.336,0.072,0.55,0.797,0.076,0.665,0.239,0.425,0.388,0.728,0.206,0.373,0.599,0.845,0.226,0.239,0.5,0.336,0.388,0.02079,0.0227,0.25764,503.0,729.0,69.0,132.19
rFpDK2KhAgw_seg010,3.0,-30.13,35.62,0.0663999989628791,26.06,1526.8299560546875,67.86,32.14,221.95,0.0256,0.1081,0.00677,3e-05,0.02716,1e-05,26.0,neutral,23.1,0.0,3.8,7.7,57.7,7.7,0.0,angry,0.314,0.163,0.504,0.071,0.53,1.108,0.142,1.016,0.205,0.498,0.435,0.751,0.18,0.278,0.624,0.557,0.289,0.205,0.477,0.504,0.435,0.00677,0.01286,0.34167,676.0,766.0,88.3,172.88
rFpDK2KhAgw_seg011,3.0,-28.53,32.89,0.0755999982357025,19.0,1524.22998046875,73.12,26.88,223.39,0.0223,0.1024,0.01168,9e-05,0.03334,6e-05,25.0,sad,4.0,0.0,4.0,12.0,32.0,48.0,0.0,angry,0.268,0.111,0.479,0.054,0.611,1.142,0.09,1.061,0.238,0.63,0.199,0.615,0.158,0.319,0.625,0.535,0.283,0.238,0.379,0.479,0.199,0.01737,0.02598,0.27297,393.0,728.0,54.0,173.86
rFpDK2KhAgw_seg012,3.0,-26.31,25.48,0.0877000018954277,16.21,1501.72998046875,78.56,21.44,217.77,0.0249,0.0993,0.00745,0.00011,0.02726,8e-05,26.0,neutral,3.8,0.0,23.1,11.5,42.3,19.2,0.0,angry,0.201,0.135,1.218,0.15,0.334,0.584,0.051,0.549,0.376,0.692,0.462,1.237,0.197,0.131,0.492,0.853,0.162,0.376,0.336,1.218,0.462,0.01183,0.00509,0.21935,123.0,752.0,16.4,170.23
rFpDK2KhAgw_seg013,3.0,-27.34,28.2,0.0816999971866607,19.07,1477.9200439453125,75.98,24.02,217.9,0.0244,0.1109,0.0058,1e-05,0.02486,0.0,25.0,neutral,0.0,0.0,4.0,4.0,64.0,28.0,0.0,surprised,0.211,0.194,0.304,0.06,0.39,0.677,0.134,0.718,0.182,0.388,0.325,0.502,0.104,0.184,0.541,0.411,0.27,0.182,0.406,0.304,0.325,0.01413,0.01352,0.31747,610.0,731.0,83.4,171.2
rFpDK2KhAgw_seg014,2.0,-28.61,30.82,0.0750999972224235,21.88,1516.5799560546875,72.75,27.25,211.61,0.0212,0.098,0.00852,4e-05,0.03108,5e-05,26.0,neutral,3.8,0.0,3.8,3.8,50.0,38.5,0.0,angry,0.224,0.115,0.481,0.06,0.532,1.047,0.103,0.937,0.123,0.54,0.2,0.585,0.11,0.442,0.621,0.685,0.282,0.123,0.339,0.481,0.2,0.00857,0.00963,0.342,276.0,761.0,36.3,162.62
rFpDK2KhAgw_seg015,3.0,-27.91,31.53,0.0807999968528747,20.8,1529.7099609375,73.49,26.51,214.87,0.0234,0.1028,0.00493,2e-05,0.02225,1e-05,26.0,sad,15.4,0.0,15.4,11.5,26.9,26.9,3.8,angry,0.222,0.149,0.709,0.106,0.387,0.874,0.115,0.898,0.146,0.409,0.408,1.021,0.14,0.58,0.612,0.665,0.224,0.146,0.371,0.709,0.408,0.01673,0.03094,0.23361,696.0,752.0,92.6,168.31
rFpDK2KhAgw_seg016,3.0,-26.65,24.76,0.0817999988794326,17.31,1493.6600341796875,77.95,22.05,205.41,0.0242,0.1045,0.01116,7e-05,0.03001,5e-05,26.0,sad,3.8,0.0,11.5,11.5,11.5,61.5,0.0,angry,0.253,0.127,0.689,0.09,0.402,0.599,0.062,0.651,0.143,0.374,0.282,0.664,0.118,0.353,0.655,1.074,0.339,0.143,0.38,0.689,0.282,0.01355,0.01173,0.24787,136.0,764.0,17.8,175.2
rFpDK2KhAgw_seg017,3.0,-27.02,26.38,0.0847000032663345,18.19,1504.510009765625,76.54,23.46,224.32,0.0258,0.1048,0.00887,9e-05,0.03171,8e-05,25.0,sad,0.0,0.0,12.0,8.0,36.0,44.0,0.0,angry,0.267,0.174,0.797,0.167,0.411,0.625,0.094,0.746,0.186,0.472,0.589,1.017,0.143,0.366,0.666,0.82,0.293,0.186,0.441,0.797,0.589,0.00807,0.00583,0.16949,471.0,736.0,64.0,185.73
rFpDK2KhAgw_seg018,4.0,-30.2,37.19,0.0703999996185302,31.01,1544.989990234375,65.13,34.87,210.43,0.026,0.1075,0.00996,5e-05,0.0272,2e-05,26.0,sad,11.5,0.0,3.8,15.4,23.1,42.3,3.8,angry,0.168,0.128,0.568,0.054,0.375,0.544,0.074,0.515,0.098,0.271,0.513,0.679,0.161,0.216,0.662,0.802,0.299,0.098,0.296,0.568,0.513,0.0314,0.01129,0.17192,89.0,766.0,11.6,140.93
rFpDK2KhAgw_seg019,4.0,-29.66,33.22,0.0702999979257583,25.87,1576.72998046875,68.91,31.09,203.35,0.0239,0.1072,0.01657,0.00021,0.04287,8e-05,25.0,neutral,12.0,0.0,12.0,8.0,40.0,28.0,0.0,angry,0.239,0.16,0.498,0.05,0.682,1.125,0.122,1.193,0.245,0.578,0.213,0.684,0.13,0.363,0.754,0.763,0.267,0.245,0.399,0.498,0.213,0.02368,0.01807,0.41585,159.0,736.0,21.6,125.12
TS6lFDVR-3g_seg000,4.0,-32.54,39.14,0.0672999992966651,30.5,1532.8299560546875,85.49,14.51,241.44,0.0215,0.0931,0.00835,4e-05,0.01933,8e-05,33.0,sad,6.1,0.0,33.3,15.2,12.1,33.3,0.0,happy,0.332,0.093,0.581,0.104,0.307,0.477,0.147,0.834,0.704,0.143,0.479,0.919,0.314,0.273,1.014,0.725,0.246,0.704,0.425,0.581,0.479,0.01413,0.01639,0.2573,884.0,980.0,90.2,174.37
TS6lFDVR-3g_seg001,4.0,-32.16,35.83,0.067500002682209,24.92,1519.949951171875,83.64,16.36,263.37,0.0191,0.0841,0.01112,4e-05,0.02149,5e-05,31.0,happy,0.0,0.0,32.3,32.3,19.4,16.1,0.0,happy,0.572,0.165,0.131,0.066,0.322,0.458,0.166,0.663,1.071,0.305,0.218,0.718,0.21,0.33,0.947,0.943,0.314,1.071,0.737,0.131,0.218,0.01845,0.01786,0.26725,709.0,919.0,77.1,135.07
TS6lFDVR-3g_seg002,4.0,-31.6,34.98,0.0683000013232231,24.14,1507.25,84.33,15.67,217.54,0.0216,0.0926,0.00805,4e-05,0.01906,3e-05,31.0,sad,6.5,0.0,12.9,16.1,32.3,32.3,0.0,happy,0.414,0.122,0.472,0.061,0.163,0.398,0.074,0.795,0.661,0.157,0.211,0.827,0.119,0.179,1.023,0.827,0.212,0.661,0.537,0.472,0.211,0.00129,0.00059,0.30664,736.0,907.0,81.1,138.84
TS6lFDVR-3g_seg003,4.0,-33.44,37.38,0.0623000003397464,30.64,1473.449951171875,78.74,21.26,210.33,0.0197,0.0877,0.00898,4e-05,0.01673,1e-05,31.0,neutral,3.2,0.0,16.1,9.7,38.7,32.3,0.0,happy,0.471,0.111,0.059,0.167,0.426,0.425,0.119,0.88,1.016,0.22,0.173,0.863,0.202,0.494,1.152,0.769,0.325,1.016,0.582,0.059,0.173,0.00336,0.01315,0.34298,739.0,914.0,80.9,139.72
TS6lFDVR-3g_seg004,3.0,-31.65,33.75,0.0714000016450882,25.59,1457.3599853515625,84.59,15.41,232.12,0.0207,0.092,0.0108,5e-05,0.01789,1e-05,32.0,fear,0.0,0.0,34.4,18.8,18.8,25.0,3.1,happy,0.267,0.157,0.208,0.09,0.233,0.511,0.113,0.818,0.935,0.06,0.178,0.94,0.118,0.216,0.74,1.252,0.299,0.935,0.424,0.208,0.178,0.00198,0.00198,0.31536,957.0,957.0,100.0,127.78
TS6lFDVR-3g_seg005,4.0,-30.49,29.48,0.0732000023126602,22.16,1488.0799560546875,85.3,14.7,231.11,0.0214,0.0886,0.01036,6e-05,0.01807,2e-05,33.0,neutral,0.0,0.0,30.3,15.2,33.3,15.2,6.1,happy,0.337,0.101,0.191,0.081,0.233,0.627,0.113,0.803,0.832,0.126,0.217,0.96,0.195,0.201,0.83,0.984,0.3,0.832,0.438,0.191,0.217,0.00792,0.00742,0.2723,985.0,985.0,100.0,160.73
TS6lFDVR-3g_seg006,4.0,-32.51,35.41,0.0617000013589859,26.61,1504.0699462890625,83.66,16.34,244.01,0.0193,0.0853,0.00903,4e-05,0.01832,4e-05,31.0,neutral,0.0,0.0,29.0,16.1,32.3,12.9,9.7,happy,0.19,0.095,0.231,0.047,0.134,0.269,0.248,0.826,0.744,0.113,0.234,0.901,0.195,0.413,0.971,0.964,0.211,0.744,0.285,0.231,0.234,0.00451,0.00473,0.32244,797.0,914.0,87.2,149.56
TS6lFDVR-3g_seg007,3.0,-32.25,34.54,0.0640999972820282,25.19,1632.969970703125,86.66,13.34,234.21,0.0182,0.0852,0.01095,6e-05,0.01787,2e-05,31.0,fear,0.0,0.0,48.4,12.9,22.6,16.1,0.0,happy,0.472,0.114,0.117,0.067,0.144,0.371,0.183,0.703,0.677,0.028,0.393,0.768,0.148,0.323,0.931,0.942,0.301,0.677,0.586,0.117,0.393,0.00107,0.00116,0.29286,857.0,911.0,94.1,118.54
TS6lFDVR-3g_seg008,3.0,-29.25,28.48,0.0692000016570091,21.06,1482.0799560546875,90.94,9.06,229.12,0.0216,0.0927,0.01038,5e-05,0.01684,1e-05,31.0,neutral,0.0,0.0,22.6,16.1,45.2,16.1,0.0,happy,0.421,0.199,0.294,0.1,0.129,0.345,0.09,0.644,0.736,0.098,0.215,0.855,0.136,0.236,0.657,1.074,0.332,0.736,0.62,0.294,0.215,0.00741,0.00734,0.23945,924.0,924.0,100.0,153.85
TS6lFDVR-3g_seg009,3.0,-31.66,34.54,0.0693999975919723,23.32,1512.030029296875,84.58,15.42,226.15,0.0223,0.0917,0.00678,3e-05,0.01912,3e-05,31.0,neutral,3.2,0.0,22.6,12.9,45.2,12.9,3.2,surprised,0.443,0.332,0.246,0.053,0.036,0.095,0.171,0.657,0.476,0.119,0.24,0.84,0.171,0.415,1.331,0.91,0.283,0.476,0.774,0.246,0.24,0.01238,0.02161,0.32349,638.0,911.0,70.0,138.29
TS6lFDVR-3g_seg010,4.0,-33.5,38.68,0.0648000016808509,26.09,1583.9000244140625,80.64,19.36,232.5,0.0245,0.0956,0.0116,4e-05,0.02264,8e-05,32.0,neutral,6.2,3.1,28.1,6.2,28.1,25.0,3.1,happy,0.426,0.145,0.55,0.079,0.166,0.587,0.11,0.728,0.61,0.181,0.302,0.961,0.172,0.23,0.78,0.771,0.327,0.61,0.571,0.55,0.302,0.00319,0.00155,0.32301,720.0,953.0,75.6,143.53
TS6lFDVR-3g_seg011,3.0,-35.81,41.87,0.0614000000059604,33.88,1507.9300537109375,75.45,24.55,233.44,0.0198,0.0854,0.00987,5e-05,0.01688,1e-05,34.0,sad,5.9,2.9,17.6,11.8,20.6,35.3,5.9,happy,0.317,0.101,0.201,0.094,0.134,0.335,0.116,0.635,0.686,0.162,0.378,0.721,0.281,0.278,0.911,1.135,0.339,0.686,0.419,0.201,0.378,0.00616,0.0054,0.25939,935.0,993.0,94.2,114.1
TS6lFDVR-3g_seg012,3.0,-31.71,37.62,0.0722000002861023,26.73,1502.530029296875,82.28,17.72,262.04,0.0217,0.0889,0.01255,5e-05,0.02793,0.00041,31.0,happy,16.1,3.2,19.4,25.8,22.6,12.9,0.0,angry,0.341,0.301,0.792,0.056,0.471,1.113,0.105,1.037,0.703,0.356,0.206,1.054,0.152,0.306,1.069,0.898,0.387,0.703,0.642,0.792,0.206,0.00146,0.00236,0.28563,779.0,930.0,83.8,166.4
TS6lFDVR-3g_seg013,3.0,-30.36,30.41,0.0722000002861023,22.24,1511.0699462890625,87.3,12.7,237.59,0.0211,0.084,0.00938,4e-05,0.01704,1e-05,32.0,neutral,3.1,0.0,18.8,9.4,37.5,28.1,3.1,happy,0.382,0.103,0.246,0.058,0.167,0.303,0.151,0.854,0.862,0.069,0.229,0.951,0.124,0.248,0.828,1.168,0.391,0.862,0.485,0.246,0.229,0.00094,0.00058,0.30197,956.0,956.0,100.0,144.87
TS6lFDVR-3g_seg014,4.0,-33.3,37.85,0.0663999989628791,28.75,1477.1300048828125,82.86,17.14,248.03,0.0233,0.0946,0.01135,5e-05,0.01587,1e-05,32.0,happy,6.2,0.0,18.8,28.1,28.1,18.8,0.0,happy,0.442,0.19,0.264,0.07,0.319,0.529,0.085,0.878,1.121,0.163,0.18,0.983,0.178,0.454,0.876,0.863,0.327,1.121,0.632,0.264,0.18,0.00803,0.00684,0.28903,950.0,950.0,100.0,151.47
TS6lFDVR-3g_seg015,3.0,-29.26,34.64,0.0746999979019165,18.86,1459.7900390625,90.86,9.14,248.65,0.0212,0.0867,0.00886,3e-05,0.01926,4e-05,31.0,neutral,6.5,0.0,22.6,0.0,41.9,25.8,3.2,surprised,0.488,0.147,0.377,0.095,0.124,0.33,0.118,0.77,0.492,0.046,0.18,1.073,0.191,0.234,0.742,0.732,0.27,0.492,0.635,0.377,0.18,0.01078,0.02662,0.26152,743.0,915.0,81.2,139.53
TS6lFDVR-3g_seg016,3.0,-31.87,32.34,0.068800002336502,26.43,1508.0699462890625,78.95,21.05,232.02,0.0204,0.0873,0.01026,5e-05,0.01756,1e-05,31.0,neutral,3.2,0.0,22.6,3.2,35.5,32.3,3.2,happy,0.252,0.148,0.16,0.062,0.223,0.466,0.079,0.839,0.921,0.141,0.178,1.04,0.209,0.289,0.784,1.066,0.286,0.921,0.4,0.16,0.178,0.00061,0.00062,0.31853,906.0,906.0,100.0,156.9
TS6lFDVR-3g_seg017,4.0,-38.16,47.8,0.050900001078844,39.41,1458.2900390625,71.14,28.86,228.11,0.0232,0.0925,0.009,4e-05,0.01965,2e-05,32.0,neutral,12.5,0.0,18.8,12.5,37.5,18.8,0.0,happy,0.354,0.117,0.415,0.08,0.409,0.269,0.098,1.29,1.027,0.286,0.247,0.92,0.221,0.279,1.269,1.317,0.207,1.027,0.471,0.415,0.247,0.00453,0.00229,0.31509,750.0,951.0,78.9,126.69
tt2xKhTHZQs_seg000,3.0,-27.49,26.38,0.0768000036478042,16.48,1582.5,85.5,14.5,208.37,0.0194,0.0922,0.00698,7e-05,0.02047,4e-05,25.0,fear,4.0,0.0,36.0,8.0,24.0,28.0,0.0,surprised,0.391,0.067,0.265,0.062,0.075,0.106,0.096,0.144,0.223,0.208,0.305,0.712,0.127,0.14,0.445,0.695,0.194,0.223,0.458,0.265,0.305,0.02126,0.01829,0.17185,487.0,735.0,66.3,146.82
tt2xKhTHZQs_seg001,3.0,-27.4,23.36,0.0746999979019165,17.11,1560.6700439453125,84.1,15.9,220.0,0.0223,0.0977,0.00665,4e-05,0.0259,0.0001,26.0,neutral,0.0,0.0,19.2,7.7,42.3,30.8,0.0,surprised,0.737,0.178,0.453,0.091,0.18,0.208,0.217,0.336,0.604,0.524,0.519,1.064,0.239,0.334,0.771,0.77,0.319,0.604,0.915,0.453,0.519,0.00625,0.03147,0.2554,465.0,770.0,60.4,147.71
tt2xKhTHZQs_seg002,3.0,-27.87,24.03,0.0724999979138374,18.37,1569.8199462890625,84.1,15.9,220.44,0.0187,0.0926,0.0034,1e-05,0.02159,2e-05,25.0,neutral,4.0,0.0,20.0,0.0,44.0,32.0,0.0,surprised,0.511,0.229,0.336,0.154,0.054,0.215,0.179,0.352,0.39,0.325,0.594,1.225,0.249,0.336,0.697,0.917,0.235,0.39,0.74,0.336,0.594,0.00942,0.01068,0.2547,467.0,738.0,63.3,171.6
tt2xKhTHZQs_seg003,2.0,-27.11,23.36,0.0784000009298324,16.24,1657.969970703125,86.04,13.96,214.15,0.0209,0.0886,0.00661,9e-05,0.02455,8e-05,26.0,sad,0.0,0.0,3.8,7.7,34.6,53.8,0.0,angry,0.44,0.127,0.689,0.062,0.098,0.291,0.105,0.122,0.233,0.294,0.373,0.955,0.146,0.221,0.564,0.771,0.271,0.233,0.567,0.689,0.373,,,,,,,153.7
tt2xKhTHZQs_seg005,3.0,-27.13,21.45,0.0746000036597251,16.57,1623.47998046875,85.97,14.03,218.57,0.0186,0.0922,0.00494,4e-05,0.02655,6e-05,26.0,neutral,3.8,0.0,23.1,3.8,42.3,23.1,3.8,surprised,0.483,0.236,0.693,0.089,0.065,0.196,0.144,0.254,0.23,0.214,0.584,0.939,0.246,0.267,0.803,0.845,0.29,0.23,0.719,0.693,0.584,0.00939,0.0182,0.25435,455.0,759.0,59.9,163.03
tt2xKhTHZQs_seg006,3.0,-29.77,27.65,0.0615000016987323,19.53,1620.6800537109375,85.52,14.48,207.93,0.022,0.0987,0.00812,6e-05,0.02814,5e-05,25.0,fear,4.0,0.0,40.0,4.0,24.0,28.0,0.0,surprised,0.624,0.217,0.287,0.117,0.052,0.205,0.133,0.148,0.252,0.375,0.394,0.871,0.198,0.242,0.559,0.994,0.37,0.252,0.841,0.287,0.394,0.00016,6e-05,0.12893,226.0,746.0,30.3,156.32
tt2xKhTHZQs_seg007,4.0,-29.84,29.68,0.066500000655651,23.94,1583.3399658203125,81.09,18.91,219.35,0.0218,0.0891,0.00881,7e-05,0.01984,2e-05,25.0,neutral,4.0,0.0,24.0,0.0,44.0,28.0,0.0,surprised,0.507,0.296,0.681,0.133,0.15,0.229,0.1,0.248,0.474,0.312,0.514,0.922,0.217,0.353,0.685,0.998,0.29,0.474,0.802,0.681,0.514,0.01151,0.00965,0.25743,532.0,742.0,71.7,143.55
UWKvpFZJwcE_seg000,3.0,-36.85,44.79,0.0370000004768371,34.98,1633.989990234375,79.8,20.2,144.38,0.0232,0.1102,0.00337,2e-05,0.01724,5e-05,28.0,angry,57.1,3.6,7.1,3.6,0.0,28.6,0.0,angry,0.598,0.309,1.177,0.138,0.57,1.575,0.121,0.781,0.176,0.555,0.596,0.882,0.358,0.36,0.705,0.867,0.25,0.176,0.907,1.177,0.596,0.01951,0.01542,0.17719,502.0,813.0,61.7,206.58
